name,image,category,brand,images,whatsapp_text,badge
"Cartier Sunglasses 2026 CT020410",https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260318_i1773815964050_7048_0_5_jpg.jpg?v=1774489015,accessories,cartier,"https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260318_i1773815964050_7048_0_5_jpg.jpg?v=1774489015|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260318_i1773815963562_1781_0_7_jpg.jpg?v=1774489014|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260318_i1773815963570_8583_0_2_jpg.jpg?v=1774489014|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260318_i1773815963796_8404_0_1_jpg.jpg?v=1774489014|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260318_i1773815963933_7844_0_3_jpg.jpg?v=1774489015|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260318_i1773815965402_4342_0_4_jpg.jpg?v=1774489015|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260318_i1773815965616_4010_0_8_jpg.jpg?v=1774489014|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260318_i1773815965810_3023_0_6_jpg.jpg?v=1774489015|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260318_i1773815965962_1582_0_0_jpg.jpg?v=1774489014","Hi I want Cartier Sunglasses 2026 CT020410",
"Gucci Sunglasses 2026 GG1653",https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260320_i1773983382437_801_0_5_jpg.jpg?v=1774489017,accessories,cartier,"https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260320_i1773983382437_801_0_5_jpg.jpg?v=1774489017|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260320_i1773983385172_1252_0_8_jpg.jpg?v=1774489017|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260320_i1773983382502_5210_0_3_jpg_53bad5d2-4257-424a-940a-f6ea5e620b18.jpg?v=1774489017|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260320_i1773983382560_3911_0_4_jpg.jpg?v=1774489017|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260320_i1773983382608_840_0_2_jpg.jpg?v=1774489017|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260320_i1773983382751_6843_0_0_jpg.jpg?v=1774489017|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260320_i1773983385351_8996_0_1_jpg.jpg?v=1774489018|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260320_i1773983385556_3093_0_7_jpg.jpg?v=1774489018|https://cdn.shopify.com/s/files/1/0912/9351/6071/files/img_21f06831_20260320_i1773983385708_4687_0_6_jpg.jpg?v=1774489018","Hi I want Gucci Sunglasses 2026 GG1653",
